Age,Gender,Marital_Status,Dependents,Employment_Type,Industry,Monthly_Income,Monthly_Expense,Existing_EMI,Loan_Amount,Interest_Rate,Tenure_Months,New_EMI,Credit_Limit,Used_Credit,Credit_Score,Delinquencies_12M,Property_Value,Call_Count,Complaint_Flag,Review_Sentiment,Review_Length,Defaulted
40,Female,Single,0,Self-Employed,Retail,55070.0,6000.0,2886.0,1112829.0,12.46,24,52624.0,405903.0,138537.0,750,0,2229433.0,4,0,0.608,91,1
51,Male,Married,0,Salaried,Healthcare,73508.0,6000.0,27938.0,931919.0,8.69,60,19205.0,170067.0,61554.0,732,0,1497486.0,1,0,-0.059,33,1
41,Male,Single,0,Salaried,Retail,103485.0,21350.0,29754.0,1359857.0,14.38,24,65535.0,510421.0,97534.0,569,0,3140547.0,3,0,0.803,56,1
36,Male,Single,0,Self-Employed,IT,27917.0,10468.0,7482.0,414706.0,10.74,36,13526.0,137059.0,77415.0,597,1,637562.0,3,0,-0.236,71,1
37,Female,Single,1,Salaried,Healthcare,25296.0,10812.0,3830.0,423364.0,8.36,24,19217.0,89849.0,60067.0,781,0,529006.0,4,0,-0.588,107,1
46,Female,Single,3,Self-Employed,Hospitality,266671.0,58720.0,30623.0,3000000.0,9.16,24,137275.0,977425.0,331658.0,764,0,6000000.0,4,0,0.844,62,1
29,Female,Single,1,Self-Employed,Retail,76615.0,9895.0,6609.0,1107390.0,12.26,12,98525.0,158107.0,103593.0,823,0,1239264.0,3,0,0.952,82,1
36,Female,Single,1,Self-Employed,Healthcare,103718.0,6000.0,26772.0,2082095.0,12.92,48,55775.0,483138.0,132218.0,605,0,4723750.0,1,0,-0.741,73,1
33,Male,Divorced,1,Salaried,IT,44436.0,9973.0,4193.0,560031.0,11.15,48,14515.0,161428.0,94887.0,575,1,1221856.0,1,0,-0.815,17,1
22,Female,Divorced,2,Self-Employed,Hospitality,26200.0,6000.0,1569.0,307345.0,10.24,36,9952.0,63874.0,22738.0,762,0,654519.0,3,0,0.43,48,1
44,Male,Married,1,Self-Employed,Healthcare,173338.0,23373.0,47842.0,2426303.0,14.25,48,66607.0,530796.0,362522.0,642,0,5035009.0,0,0,0.745,69,1
45,Female,Divorced,1,Contract,Retail,46684.0,9416.0,8147.0,688780.0,14.53,48,19006.0,249056.0,151606.0,615,1,1589196.0,1,0,0.628,58,1
33,Male,Single,1,Salaried,Hospitality,38150.0,6000.0,12050.0,830581.0,9.09,24,37979.0,180434.0,140127.0,712,0,996221.0,4,0,0.945,66,1
35,Male,Single,1,Self-Employed,Healthcare,26648.0,6000.0,3216.0,555620.0,10.47,36,18051.0,68184.0,22204.0,737,0,1108300.0,2,0,0.042,41,1
42,Male,Single,0,Salaried,Retail,74715.0,17271.0,8567.0,886098.0,13.88,48,24161.0,542677.0,220736.0,541,1,1724087.0,3,0,-0.457,86,1
54,Female,Married,1,Salaried,Retail,61827.0,11649.0,14791.0,507641.0,10.77,18,30668.0,277009.0,215740.0,679,0,1157839.0,0,0,-0.866,86,1
36,Female,Divorced,1,Contract,Govt,55385.0,24896.0,11344.0,695315.0,13.84,24,33332.0,117630.0,52387.0,616,1,828942.0,1,0,0.46,89,1
56,Male,Single,1,Salaried,Hospitality,137913.0,58592.0,15302.0,2446543.0,11.04,36,80143.0,1099403.0,172799.0,671,1,5650721.0,2,0,0.205,114,1
50,Male,Married,1,Contract,Hospitality,85650.0,23641.0,14810.0,1715996.0,15.3,48,48019.0,520471.0,135377.0,586,0,4078743.0,4,0,0.741,31,1
21,Male,Single,0,Contract,Healthcare,45034.0,17552.0,5922.0,442390.0,10.83,18,26738.0,215328.0,133460.0,843,1,618126.0,1,1,-0.671,108,1
35,Male,Married,4,Self-Employed,Manufacturing,155101.0,22460.0,29909.0,2508289.0,9.22,24,114844.0,912061.0,274017.0,655,2,3545117.0,1,0,0.582,53,1
41,Male,Married,2,Salaried,Retail,51431.0,8711.0,16426.0,727389.0,8.82,60,15036.0,268329.0,12619.0,651,0,1652305.0,0,0,-0.496,70,1
34,Female,Single,1,Salaried,IT,52066.0,6000.0,5199.0,544898.0,8.31,60,11130.0,253393.0,190474.0,650,0,772829.0,1,0,0.307,62,1
47,Male,Single,3,Salaried,IT,74984.0,21967.0,28063.0,958581.0,12.1,18,58501.0,567220.0,251740.0,661,0,1371354.0,4,0,0.771,71,1
40,Female,Single,2,Salaried,Healthcare,88578.0,7229.0,52682.0,742192.0,7.69,36,23152.0,654618.0,329748.0,709,0,1134708.0,1,0,0.802,139,1
42,Female,Married,2,Salaried,IT,122425.0,13065.0,19273.0,1907271.0,9.44,36,61042.0,308963.0,242105.0,785,0,4363425.0,2,0,0.5,106,1
34,Female,Married,2,Self-Employed,IT,58763.0,6763.0,11195.0,735663.0,13.35,60,16871.0,409003.0,116959.0,594,0,996925.0,0,0,0.068,123,1
21,Female,Married,1,Salaried,IT,41473.0,18833.0,3557.0,280435.0,8.03,36,8792.0,276916.0,135904.0,733,1,419893.0,4,0,0.976,64,1
40,Male,Married,0,Salaried,Retail,55119.0,16729.0,29084.0,1168854.0,10.45,24,54180.0,193321.0,157486.0,733,1,1647456.0,2,0,0.228,80,1
26,Male,Married,0,Salaried,Manufacturing,58646.0,17252.0,4854.0,1118611.0,9.62,48,28167.0,286298.0,265379.0,697,0,2374478.0,2,0,0.633,91,1
44,Male,Married,1,Salaried,Manufacturing,74991.0,29067.0,5983.0,1317085.0,12.67,60,29746.0,516158.0,189045.0,572,0,2487407.0,2,0,-0.195,66,1
39,Male,Single,5,Self-Employed,IT,179425.0,20731.0,28270.0,1862255.0,10.07,48,47294.0,1062900.0,479726.0,735,1,2482576.0,2,0,0.12,86,1
65,Male,Single,0,Self-Employed,Retail,32139.0,7352.0,888.0,206954.0,10.76,48,5325.0,184044.0,76795.0,775,0,253886.0,1,0,-0.694,85,1
40,Male,Single,1,Salaried,Govt,128769.0,26469.0,16218.0,2394612.0,9.97,24,110466.0,448206.0,33463.0,753,0,3834375.0,0,0,-0.905,73,1
21,Female,Married,3,Salaried,Manufacturing,37360.0,7106.0,6391.0,257334.0,11.51,36,8487.0,171273.0,110416.0,760,2,471674.0,2,0,0.566,68,1
59,Female,Single,2,Self-Employed,IT,100235.0,6000.0,23264.0,1674067.0,12.98,48,44894.0,540993.0,94467.0,546,1,2352252.0,2,0,-0.056,54,1
42,Female,Married,1,Salaried,IT,57377.0,13792.0,6424.0,1153672.0,9.45,60,24201.0,153496.0,73267.0,729,0,1452855.0,6,0,-0.219,58,1
48,Male,Divorced,4,Salaried,IT,63885.0,33023.0,4225.0,517542.0,10.62,48,13281.0,189931.0,56310.0,671,0,991843.0,0,0,0.854,99,1
51,Female,Married,2,Salaried,IT,19372.0,6000.0,2880.0,252028.0,7.86,12,21907.0,109520.0,58184.0,718,1,435150.0,3,0,0.006,66,1
27,Male,Married,0,Salaried,Retail,52542.0,9959.0,10064.0,373832.0,10.31,12,32920.0,268896.0,73814.0,729,1,456243.0,1,0,0.777,81,1
26,Male,Single,3,Self-Employed,Manufacturing,42964.0,6383.0,11204.0,865337.0,8.61,18,51418.0,147571.0,51522.0,650,0,1501581.0,3,0,-0.807,61,1
45,Female,Single,0,Self-Employed,IT,83168.0,7842.0,8654.0,1805823.0,10.68,36,58847.0,341556.0,183666.0,678,0,2278809.0,2,0,-0.794,89,1
26,Female,Single,2,Salaried,Manufacturing,31206.0,7062.0,6413.0,320021.0,13.93,24,15355.0,183991.0,140280.0,628,0,453770.0,1,0,0.251,60,1
21,Female,Single,1,Salaried,Govt,63245.0,6000.0,8706.0,1367502.0,12.25,24,64533.0,169813.0,136985.0,619,1,3180108.0,1,0,-0.929,96,1
30,Female,Single,2,Self-Employed,Govt,42985.0,6000.0,12580.0,411782.0,10.67,36,13417.0,122691.0,82605.0,766,0,736227.0,1,0,-0.574,115,1
34,Male,Divorced,0,Self-Employed,Manufacturing,38046.0,6233.0,11503.0,625411.0,10.61,24,29036.0,101202.0,49123.0,755,0,932303.0,2,0,-0.47,47,1
43,Female,Married,1,Self-Employed,IT,75824.0,6022.0,24988.0,1351588.0,11.56,48,35301.0,533837.0,87064.0,624,0,2306207.0,2,0,0.019,89,1
32,Female,Single,1,Contract,Retail,86250.0,6000.0,8459.0,818697.0,14.32,60,19186.0,488953.0,150879.0,614,2,1422344.0,0,0,-0.697,48,1
29,Female,Divorced,1,Salaried,Healthcare,48861.0,6000.0,10635.0,1028214.0,11.37,48,26760.0,380909.0,213195.0,575,1,1657112.0,4,1,0.05,79,1
40,Male,Single,2,Salaried,IT,45458.0,6000.0,4757.0,765665.0,11.45,18,46496.0,342814.0,125994.0,609,1,1771431.0,0,0,-0.139,48,1
37,Male,Married,1,Salaried,IT,21472.0,6000.0,9463.0,311526.0,7.84,36,9739.0,52763.0,33195.0,762,0,493636.0,0,0,0.806,131,1
44,Male,Married,2,Contract,IT,58025.0,9469.0,10459.0,693086.0,14.61,36,23894.0,138858.0,42397.0,645,1,1648524.0,0,0,0.162,130,1
24,Male,Single,2,Self-Employed,IT,97436.0,19963.0,12503.0,1148082.0,11.06,48,29706.0,757624.0,628014.0,709,0,1304923.0,0,1,-0.737,61,1
57,Male,Single,3,Salaried,Retail,21977.0,6000.0,8923.0,169814.0,10.53,12,14971.0,123195.0,98512.0,594,0,251065.0,0,1,-0.918,46,1
25,Female,Married,1,Salaried,Hospitality,78594.0,18126.0,9665.0,1086740.0,10.12,60,23154.0,184491.0,95980.0,705,0,1398685.0,2,0,-0.177,91,1
47,Male,Single,0,Salaried,IT,37619.0,12820.0,12750.0,722004.0,9.63,48,18184.0,164545.0,62835.0,751,0,1148131.0,1,0,-0.592,56,1
46,Female,Single,2,Salaried,Retail,77297.0,6000.0,22576.0,796228.0,10.57,24,36952.0,170856.0,106623.0,742,2,1821524.0,1,0,0.74,59,1
29,Male,Single,1,Salaried,Manufacturing,40138.0,6000.0,5083.0,341417.0,9.26,24,15638.0,303390.0,69388.0,732,0,429199.0,0,1,-0.616,66,1
36,Male,Married,1,Salaried,IT,74498.0,19367.0,24711.0,1528756.0,10.56,18,92207.0,267160.0,41591.0,709,1,2890010.0,0,0,0.578,71,1
31,Female,Single,0,Self-Employed,Retail,27618.0,7790.0,10275.0,299278.0,8.55,18,17775.0,87242.0,20806.0,746,0,590869.0,1,0,0.579,53,1
43,Female,Married,1,Salaried,Manufacturing,75465.0,14476.0,14164.0,1082290.0,9.49,24,49688.0,227584.0,117175.0,694,0,2045213.0,3,0,-0.487,65,1
46,Male,Married,0,Salaried,IT,15000.0,6000.0,3362.0,179337.0,13.86,48,4888.0,101780.0,26156.0,648,0,273749.0,2,1,-0.045,67,1
36,Male,Married,0,Salaried,IT,59424.0,20763.0,25263.0,1107721.0,8.63,48,27371.0,424727.0,215872.0,744,0,1932322.0,2,0,-0.631,41,1
39,Male,Married,1,Self-Employed,Hospitality,41748.0,9145.0,20710.0,263519.0,12.69,24,12490.0,115302.0,52742.0,616,1,442044.0,4,0,0.512,102,1
30,Male,Divorced,1,Self-Employed,Healthcare,50141.0,13720.0,13002.0,887329.0,9.95,48,22484.0,269869.0,109920.0,731,0,1422892.0,1,0,-0.512,89,1
44,Female,Married,1,Self-Employed,Retail,56116.0,14931.0,6258.0,906959.0,9.19,60,18911.0,415330.0,253517.0,792,1,1612313.0,2,0,0.962,71,1
43,Male,Single,2,Contract,Hospitality,19846.0,6000.0,3657.0,214404.0,12.5,36,7173.0,83587.0,44794.0,729,0,314400.0,1,0,-0.711,96,1
34,Female,Married,1,Salaried,Retail,44921.0,11029.0,12038.0,773209.0,10.65,18,46668.0,163859.0,103849.0,702,2,1134414.0,1,0,0.746,65,1
27,Female,Married,2,Salaried,Hospitality,65203.0,17114.0,8030.0,1378795.0,9.73,36,44315.0,294654.0,125611.0,804,0,1948531.0,8,0,0.856,64,1
47,Female,Married,1,Self-Employed,Govt,38419.0,6000.0,5721.0,837883.0,13.03,36,28244.0,176004.0,133366.0,561,1,1428064.0,0,0,-0.706,68,1
27,Female,Married,1,Self-Employed,Manufacturing,88788.0,6455.0,16913.0,1224048.0,11.81,36,40545.0,397978.0,69486.0,586,2,2127308.0,2,0,0.106,100,1
31,Female,Married,0,Salaried,IT,56007.0,6000.0,19353.0,833790.0,9.62,36,26756.0,150223.0,52129.0,690,0,1197633.0,4,0,-0.534,50,1
29,Female,Single,0,Salaried,Healthcare,89041.0,44888.0,14350.0,1329041.0,9.1,48,33136.0,591676.0,286465.0,787,0,2529408.0,1,0,0.35,93,1
39,Male,Married,1,Self-Employed,Manufacturing,196064.0,99296.0,24792.0,3000000.0,9.86,24,138241.0,1227975.0,847773.0,662,0,3825783.0,3,0,0.265,86,1
36,Male,Married,2,Self-Employed,Retail,90621.0,33021.0,9330.0,1450631.0,9.84,36,46699.0,182385.0,32800.0,673,0,1901130.0,2,0,0.143,145,1
24,Male,Married,0,Self-Employed,IT,54090.0,11213.0,26262.0,846858.0,10.03,36,27338.0,418285.0,363403.0,719,0,1323755.0,1,0,0.883,62,1
32,Female,Single,4,Salaried,Manufacturing,39672.0,6000.0,3407.0,790235.0,11.16,48,20485.0,236713.0,42361.0,729,0,1263726.0,3,0,0.513,111,1
31,Male,Married,2,Salaried,Retail,75270.0,9532.0,13368.0,803054.0,11.08,36,26321.0,514598.0,222353.0,754,0,884359.0,3,0,-0.341,82,1
46,Male,Divorced,1,Salaried,Govt,74042.0,26034.0,40242.0,1453048.0,11.6,48,37980.0,369815.0,86019.0,782,0,2976719.0,4,0,-0.47,50,1
60,Male,Married,1,Salaried,Retail,67822.0,12401.0,20637.0,840628.0,8.78,36,26646.0,394796.0,202427.0,792,1,1083206.0,3,0,-0.454,34,1
53,Male,Married,1,Self-Employed,Govt,62610.0,17938.0,8630.0,1355843.0,10.97,60,29459.0,132850.0,64562.0,635,0,2937902.0,0,0,0.01,57,1
54,Male,Married,0,Salaried,Retail,66290.0,15294.0,15835.0,614395.0,10.03,36,19833.0,406374.0,156881.0,764,1,1060443.0,5,1,0.658,127,1
52,Female,Single,1,Self-Employed,IT,133534.0,21973.0,39142.0,1827533.0,10.11,24,84424.0,753881.0,450242.0,850,0,2179301.0,2,0,0.346,28,1
32,Female,Married,0,Self-Employed,Healthcare,55912.0,18453.0,7453.0,749764.0,9.74,18,44939.0,378472.0,250043.0,720,1,1793197.0,1,0,0.784,23,1
33,Female,Single,1,Salaried,Manufacturing,94589.0,25366.0,3591.0,1795850.0,12.29,48,47548.0,557999.0,56754.0,723,0,3517641.0,4,0,0.501,94,1
25,Female,Single,0,Salaried,Retail,81677.0,15014.0,16817.0,1239164.0,9.7,36,39810.0,427689.0,116519.0,741,0,1402185.0,1,0,-0.916,70,1
47,Male,Married,2,Salaried,IT,93227.0,25309.0,15402.0,667613.0,11.02,36,21863.0,292297.0,105401.0,736,0,823099.0,1,0,-0.469,36,1
39,Male,Married,0,Self-Employed,Manufacturing,107226.0,6000.0,48506.0,2354470.0,10.23,48,59976.0,728607.0,624923.0,721,2,2778923.0,0,0,0.241,110,1
28,Female,Married,3,Self-Employed,Hospitality,58139.0,25221.0,1488.0,601902.0,9.15,36,19182.0,274186.0,72803.0,662,0,1012791.0,3,0,0.939,97,0
42,Female,Married,0,Salaried,Manufacturing,236136.0,52429.0,8547.0,3000000.0,11.5,24,140521.0,809216.0,393661.0,677,0,6000000.0,1,0,0.133,67,1
37,Female,Single,1,Salaried,IT,37098.0,16213.0,0.0,732508.0,13.07,36,24706.0,288257.0,171273.0,639,0,1691350.0,2,0,0.995,49,1
47,Female,Single,0,Salaried,Retail,88893.0,32450.0,20125.0,1542681.0,7.5,36,47987.0,260394.0,63618.0,678,0,1751250.0,0,0,0.766,61,1
35,Female,Single,4,Salaried,IT,32993.0,12516.0,5984.0,202783.0,9.33,60,4242.0,152999.0,85004.0,703,0,344062.0,0,0,0.895,25,1
31,Male,Married,2,Self-Employed,Manufacturing,95362.0,23893.0,39413.0,608982.0,8.71,36,19283.0,321832.0,166615.0,741,0,1007769.0,0,0,0.631,54,1
37,Female,Single,1,Self-Employed,Retail,96618.0,24780.0,14954.0,653957.0,9.89,18,39242.0,377579.0,192306.0,602,1,930909.0,1,0,0.412,85,1
36,Male,Divorced,2,Contract,Healthcare,156164.0,38546.0,4901.0,2077565.0,13.81,48,56575.0,1096043.0,672261.0,598,0,3243313.0,1,0,0.846,79,1
46,Male,Single,2,Self-Employed,Govt,99097.0,13906.0,26157.0,1717011.0,13.12,36,57952.0,471221.0,299081.0,793,0,2673467.0,2,0,0.675,28,1
34,Female,Single,0,Self-Employed,Retail,72772.0,27693.0,4960.0,747148.0,9.56,24,34326.0,370178.0,239500.0,682,1,1132548.0,1,1,-0.841,61,1
33,Female,Married,2,Self-Employed,IT,202654.0,55168.0,63986.0,1552546.0,8.79,48,38481.0,1320908.0,234639.0,783,0,2409077.0,0,0,-0.867,44,1
38,Male,Married,3,Self-Employed,Hospitality,70036.0,15392.0,10943.0,498759.0,9.7,24,22946.0,208330.0,23615.0,668,0,963554.0,2,0,-0.461,77,1
25,Female,Single,2,Salaried,Retail,52930.0,8997.0,18754.0,934202.0,7.84,18,55181.0,286774.0,31502.0,698,1,1380952.0,1,0,0.333,49,1
32,Male,Single,0,Self-Employed,Healthcare,51384.0,12614.0,19025.0,437492.0,13.43,48,11830.0,312845.0,175427.0,551,2,765782.0,3,0,-0.086,74,1
44,Male,Single,0,Salaried,Govt,88509.0,48295.0,20562.0,613123.0,8.78,48,15194.0,640101.0,508272.0,783,1,1197461.0,0,0,-0.586,61,1
27,Female,Married,4,Salaried,Hospitality,116380.0,12295.0,23696.0,1699206.0,13.57,36,57721.0,682064.0,193039.0,603,0,4041510.0,5,0,0.333,53,1
47,Female,Married,2,Salaried,IT,93713.0,44157.0,9693.0,1272812.0,9.74,36,40915.0,505805.0,405362.0,710,1,2954168.0,1,1,-0.741,92,1
30,Male,Married,2,Salaried,IT,30534.0,6000.0,4846.0,320860.0,9.83,48,8112.0,227973.0,173632.0,722,0,493255.0,1,0,-0.081,87,1
34,Female,Married,0,Salaried,Manufacturing,61026.0,13297.0,16023.0,1039324.0,9.36,24,47653.0,350717.0,174068.0,752,0,1624914.0,0,0,0.828,76,1
41,Female,Married,1,Salaried,Healthcare,93136.0,46305.0,36054.0,1678525.0,12.65,48,44740.0,548097.0,216875.0,607,1,3340530.0,2,0,0.712,51,1
37,Female,Married,1,Self-Employed,IT,101746.0,8704.0,31380.0,1644829.0,10.51,36,53469.0,206627.0,62212.0,739,0,3525725.0,2,0,-0.88,121,1
24,Female,Married,2,Self-Employed,Healthcare,29742.0,7418.0,7807.0,260607.0,8.24,60,5314.0,228058.0,145182.0,780,0,498549.0,1,0,0.821,64,1
21,Male,Divorced,2,Self-Employed,Manufacturing,125768.0,16242.0,38415.0,1377818.0,9.95,36,44426.0,822553.0,645604.0,578,1,2976949.0,1,0,0.694,63,1
38,Female,Married,1,Salaried,Retail,56916.0,10325.0,7143.0,1023947.0,10.24,60,21877.0,451762.0,316924.0,711,0,2099129.0,1,0,0.148,90,1
26,Female,Divorced,1,Salaried,Retail,75998.0,22034.0,19749.0,991310.0,7.87,18,58568.0,456437.0,210722.0,738,0,1200302.0,0,0,0.989,101,1
33,Male,Married,0,Salaried,Manufacturing,51536.0,6000.0,16994.0,914905.0,10.61,24,42476.0,141604.0,34502.0,701,0,1107207.0,5,1,-0.864,120,1
42,Female,Married,3,Self-Employed,Retail,72700.0,26677.0,37468.0,700561.0,11.67,24,32870.0,193003.0,66521.0,700,0,1577801.0,1,0,0.261,93,1
34,Female,Single,2,Contract,Retail,36013.0,6000.0,8619.0,697381.0,11.8,48,18296.0,272354.0,25290.0,717,0,1163116.0,1,0,-0.359,48,1
30,Male,Married,1,Contract,Manufacturing,27096.0,6000.0,9676.0,398249.0,12.32,48,10550.0,139350.0,83357.0,668,1,799478.0,0,0,-0.872,89,1
25,Female,Married,1,Salaried,Govt,104757.0,29262.0,35680.0,1402085.0,13.57,24,67034.0,319205.0,149455.0,619,1,1922586.0,1,0,0.027,41,1
37,Female,Single,3,Salaried,Healthcare,69087.0,24338.0,17778.0,1141596.0,9.76,60,24121.0,526498.0,184688.0,685,0,1734198.0,2,1,-0.893,109,1
59,Male,Single,2,Self-Employed,Hospitality,42634.0,10184.0,11605.0,645810.0,10.23,60,13795.0,340669.0,99023.0,652,0,791395.0,1,0,-0.307,55,1
27,Male,Married,3,Salaried,IT,51652.0,14119.0,17341.0,1091634.0,11.08,18,66104.0,188664.0,105022.0,487,0,1970012.0,1,0,0.737,92,1
22,Male,Married,1,Self-Employed,IT,84645.0,27993.0,13348.0,1400372.0,10.07,18,84147.0,458034.0,413103.0,767,1,1607363.0,3,1,-0.797,111,1
32,Female,Married,2,Self-Employed,IT,119220.0,11853.0,18897.0,838889.0,10.51,36,27270.0,440032.0,38697.0,713,1,1513420.0,2,0,0.804,60,1
48,Male,Married,1,Salaried,Hospitality,78678.0,19695.0,5529.0,1554944.0,10.53,36,50561.0,440857.0,129544.0,707,0,1781618.0,2,0,0.398,69,1
33,Male,Married,2,Self-Employed,IT,82822.0,18679.0,48273.0,1382768.0,14.21,48,37932.0,241597.0,108302.0,623,0,1770267.0,0,0,-0.37,69,1
35,Female,Single,2,Salaried,Manufacturing,22473.0,6000.0,3315.0,271830.0,9.88,24,12529.0,51975.0,5845.0,718,0,323090.0,3,0,0.937,53,1
35,Male,Married,1,Salaried,Retail,51369.0,15868.0,4843.0,890626.0,11.11,12,78761.0,194986.0,74016.0,652,0,1099174.0,3,0,0.493,71,1
38,Male,Single,0,Salaried,Retail,69627.0,21085.0,26783.0,1307685.0,10.49,48,33475.0,194291.0,72763.0,743,0,2992201.0,7,0,0.96,56,1
27,Female,Single,2,Salaried,Healthcare,112444.0,16427.0,55759.0,1457176.0,12.48,60,32769.0,741624.0,256935.0,625,0,3315259.0,2,0,0.57,81,1
23,Male,Married,0,Salaried,IT,96722.0,17359.0,6214.0,904224.0,10.14,48,22994.0,437098.0,240832.0,703,0,1210867.0,1,0,0.889,74,1
36,Female,Married,1,Salaried,Hospitality,64707.0,19168.0,14741.0,1033964.0,11.85,36,34268.0,491000.0,118485.0,658,0,1314392.0,2,0,0.116,47,1
55,Male,Married,0,Salaried,Manufacturing,45687.0,20112.0,3265.0,767688.0,9.01,60,15940.0,202578.0,66399.0,721,0,1325400.0,3,0,-0.671,39,1
21,Male,Single,2,Salaried,Manufacturing,71582.0,27269.0,17145.0,1517775.0,8.67,48,37533.0,325845.0,105950.0,663,0,2484569.0,0,0,0.582,36,1
33,Male,Divorced,0,Salaried,Manufacturing,53463.0,7678.0,16918.0,520832.0,11.81,60,11536.0,342572.0,148120.0,629,0,1086949.0,4,0,-0.212,77,1
33,Female,Married,1,Salaried,Hospitality,75616.0,6000.0,6846.0,660856.0,12.1,12,58747.0,233794.0,128717.0,605,2,1508783.0,2,0,0.037,64,1
32,Male,Single,2,Salaried,Retail,96480.0,35425.0,14218.0,1746803.0,12.26,18,106735.0,223492.0,69481.0,522,3,2211458.0,1,0,-0.18,81,1
37,Male,Single,0,Salaried,Healthcare,32014.0,6000.0,4711.0,557012.0,9.47,24,25567.0,132155.0,70097.0,690,0,785253.0,3,0,0.414,16,1
29,Female,Single,1,Salaried,Healthcare,39755.0,21998.0,11874.0,714668.0,10.34,60,15304.0,176937.0,85047.0,704,0,947158.0,1,0,-0.059,96,1
44,Female,Married,3,Self-Employed,Healthcare,52680.0,9897.0,20610.0,1073129.0,9.05,24,49050.0,231056.0,113147.0,827,0,2402861.0,0,0,0.05,86,1
28,Male,Married,2,Salaried,Hospitality,51593.0,15632.0,18554.0,624816.0,8.89,60,12937.0,178992.0,87333.0,683,0,801251.0,3,0,0.596,89,1
22,Male,Married,2,Salaried,Hospitality,226082.0,79118.0,43078.0,3000000.0,11.12,48,77712.0,1045041.0,439404.0,684,0,4510892.0,2,0,0.783,48,1
34,Male,Married,1,Salaried,Hospitality,54291.0,9722.0,15438.0,1038189.0,13.32,48,28017.0,203850.0,50136.0,648,1,2358472.0,3,0,0.663,27,1
42,Male,Married,2,Self-Employed,Manufacturing,134505.0,34485.0,31498.0,1223738.0,10.82,18,73957.0,853160.0,368534.0,701,0,2752609.0,2,0,-0.018,68,1
65,Male,Married,0,Salaried,IT,99020.0,51513.0,13141.0,733199.0,14.2,36,25130.0,225974.0,136332.0,641,0,1707989.0,1,0,0.21,81,1
34,Male,Divorced,0,Salaried,Retail,47508.0,24151.0,21118.0,923578.0,11.96,36,30658.0,124894.0,90873.0,828,0,2024426.0,4,0,0.457,46,1
53,Male,Married,4,Salaried,Healthcare,68570.0,20209.0,17993.0,936138.0,10.09,24,43237.0,539123.0,317033.0,738,0,1053978.0,4,0,0.961,45,1
21,Female,Single,0,Contract,Govt,121219.0,11245.0,49603.0,2254011.0,12.57,60,50791.0,954322.0,608461.0,706,1,2502983.0,1,1,0.755,88,1
45,Female,Single,2,Salaried,Healthcare,23051.0,8137.0,1990.0,224523.0,9.14,18,13395.0,177734.0,51424.0,837,0,367444.0,3,0,-0.735,59,1
50,Female,Divorced,3,Contract,IT,164543.0,86651.0,33709.0,2851840.0,10.93,48,73610.0,1174254.0,428413.0,623,1,5317636.0,2,0,-0.201,49,1
35,Female,Married,0,Self-Employed,Manufacturing,62877.0,24107.0,31166.0,810445.0,11.49,12,71814.0,482839.0,212627.0,634,0,1674463.0,1,0,0.251,71,1
45,Female,Single,1,Salaried,Retail,116186.0,23854.0,29770.0,1424280.0,11.56,12,126253.0,338462.0,35411.0,580,0,3317182.0,2,0,-0.532,83,1
33,Male,Single,0,Self-Employed,IT,60253.0,28947.0,10720.0,1090946.0,10.85,48,28117.0,467931.0,254200.0,762,1,1305476.0,2,0,0.978,79,1
31,Male,Single,0,Self-Employed,Manufacturing,24909.0,6000.0,776.0,184653.0,9.73,48,4659.0,123340.0,72702.0,685,1,229205.0,2,0,0.625,81,1
34,Female,Married,0,Self-Employed,IT,123115.0,34284.0,16588.0,1619402.0,10.33,18,97503.0,362935.0,181704.0,766,0,3682213.0,1,0,-0.2,76,1
43,Female,Married,1,Salaried,IT,105742.0,6000.0,9540.0,1410713.0,10.32,24,65306.0,276110.0,120301.0,681,0,2361025.0,1,0,-0.249,45,1
21,Male,Married,2,Salaried,Hospitality,152837.0,69691.0,51034.0,2370337.0,8.39,48,58302.0,671308.0,238123.0,671,0,3777776.0,3,0,0.709,57,1
50,Female,Married,1,Self-Employed,Manufacturing,77998.0,25461.0,4844.0,1613253.0,12.27,36,53791.0,537830.0,266213.0,778,0,2975984.0,3,0,0.003,54,1
34,Female,Married,2,Self-Employed,Retail,121927.0,46822.0,40353.0,1047115.0,9.33,48,26222.0,373113.0,45712.0,674,0,2365379.0,3,0,0.623,47,1
31,Female,Single,1,Self-Employed,Hospitality,22895.0,9420.0,1465.0,187336.0,10.37,24,8677.0,88692.0,10955.0,753,1,305615.0,2,1,-0.852,61,1
48,Female,Married,0,Self-Employed,Manufacturing,81462.0,14761.0,12179.0,1141673.0,10.15,12,100451.0,514936.0,93390.0,787,0,1471542.0,0,0,0.171,91,1
38,Female,Married,0,Contract,Govt,55083.0,10604.0,22005.0,1020038.0,11.82,48,26771.0,226852.0,25255.0,711,0,2269610.0,2,0,-0.895,69,1
62,Male,Married,0,Self-Employed,Manufacturing,77371.0,17825.0,14214.0,1578084.0,11.26,24,73742.0,413467.0,71570.0,566,2,2421502.0,0,0,0.858,62,1
25,Male,Single,0,Salaried,Retail,28236.0,6367.0,10639.0,291740.0,10.18,36,9438.0,106671.0,30505.0,733,0,604354.0,2,0,0.06,69,1
34,Male,Married,0,Salaried,IT,35044.0,14473.0,2151.0,423398.0,12.19,36,14101.0,142460.0,113609.0,569,0,724392.0,4,0,0.727,105,1
