Customer_ID,Age,Gender,City,Signup_Date,Annual_Income_INR,Total_Spend_12M_INR,Purchase_Frequency_12M,Avg_Order_Value_INR,Days_Since_Last_Purchase,Discount_Usage_Pct,Online_Purchase_Pct,App_Visits_Per_Month,Returns_Pct,Categories_Purchased,Loyalty_Points,Customer_Tenure_Months,Campaign_Response_Rate_Pct,Preferred_Channel
CUST00052,45,Female,Delhi,2019-10-20,2104190.0,99220.0,27,3624.0,4,24.9,92.6,7.0,12.5,6,5606,84,69.6,Website
CUST00199,36,Male,Kolkata,2022-05-03,769088.0,72265.0,22,2898.0,1,61.6,73.9,12.0,8.9,8,4069,53,87.9,Website
CUST01789,48,Female,Delhi,2023-09-08,782879.0,9452.0,7,1529.0,159,30.8,44.1,3.0,10.7,6,462,36,9.0,Mobile App
CUST00651,33,Other,Mumbai,2022-08-29,811654.0,62387.0,15,3925.0,1,77.7,37.3,14.0,5.2,8,3198,49,74.2,Store
CUST00333,54,Female,Ahmedabad,2020-03-30,1965109.0,118592.0,6,19308.0,1,17.0,41.6,10.0,3.9,6,5603,78,37.3,Website
CUST01360,49,Female,Pune,2021-06-15,941479.0,96819.0,30,3309.0,10,18.8,30.2,13.0,4.1,8,5928,63,62.0,Store
CUST00594,35,Male,Mumbai,2025-10-31,974732.0,62407.0,23,2671.0,14,44.9,85.5,,5.8,7,2920,10,25.8,Mobile App
CUST01392,35,Female,Bengaluru,2025-01-04,1498797.0,11254.0,5,2421.0,326,44.5,71.4,6.0,10.9,5,1750,20,10.6,Mobile App
CUST01801,27,Female,Bengaluru,2024-04-22,1265037.0,44504.0,22,2255.0,9,32.9,99.4,36.0,10.6,6,2528,29,53.5,Mobile App
CUST01315,35,Male,Mumbai,2021-12-17,1252674.0,121589.0,24,4780.0,4,17.2,62.6,13.0,3.1,7,6520,57,63.8,Website
CUST01112,26,Female,Pune,2023-06-22,1123715.0,43327.0,17,2279.0,32,86.5,53.0,19.0,14.3,5,2496,39,60.9,Mobile App
CUST01007,33,Male,Bengaluru,2026-06-05,583809.0,16097.0,5,3182.0,272,39.2,21.3,5.0,16.0,1,0,3,21.0,Website
CUST01327,34,Female,Kolkata,2023-09-17,943012.0,39896.0,28,1407.0,22,73.9,52.9,8.0,8.4,6,2901,36,92.8,Store
CUST00427,51,Male,Pune,2019-09-16,971949.0,38841.0,16,2758.0,23,85.1,46.0,12.0,10.0,5,3354,85,71.5,Store
CUST01559,25,Male,Mumbai,2026-02-16,1367699.0,54442.0,17,3154.0,6,33.8,88.3,40.0,8.1,5,3802,7,54.5,Mobile App
CUST01294,33,Female,Mumbai,2023-02-25,3054852.5,53238.0,18,2820.0,20,72.7,89.5,10.0,20.3,5,3708,43,76.6,Mobile App
CUST00591,47,Male,Ahmedabad,2021-10-13,1558927.0,21029.0,5,4200.0,158,70.8,45.1,2.0,11.5,2,1715,59,15.7,Mobile App
CUST01958,33,Female,Kolkata,2020-05-19,1038422.0,121530.0,30,3827.0,8,21.1,91.2,5.0,3.8,3,6793,77,44.8,Website
CUST01977,29,Female,Kolkata,2022-01-24,1818603.0,51593.0,17,2925.0,16,29.5,94.0,22.0,9.3,8,3321,56,40.2,Mobile App
CUST01133,51,Female,Kolkata,2020-01-03,1434104.0,128514.0,28,4452.0,1,13.9,33.8,12.0,9.3,11,5931,81,71.5,Store
CUST00986,58,Male,Hyderabad,2023-06-12,1218372.0,16127.0,3,5720.0,36,28.7,78.9,0.0,11.4,3,745,39,3.7,Store
CUST00399,27,Female,Pune,2022-08-30,1277638.0,52950.0,21,2473.0,2,,97.7,31.0,11.7,6,2583,49,26.2,Mobile App
CUST01512,18,Female,Chennai,2025-06-05,1145303.0,65174.0,20,3280.0,28,96.3,100.0,12.0,9.8,5,2495,15,74.9,Mobile App
CUST00437,50,Female,Chennai,2022-05-15,928820.0,126875.0,23,5245.0,6,14.1,37.9,16.0,4.4,7,5895,52,52.7,Website
CUST00193,28,Female,Pune,2020-07-28,1694272.0,88258.0,22,3822.0,6,2.6,64.8,19.0,3.4,7,5269,74,44.3,Store
CUST01436,45,Male,Chennai,2025-04-05,563122.0,35703.0,4,10091.0,219,30.3,27.6,6.0,4.2,1,1184,17,19.7,Website
CUST00615,30,Female,Hyderabad,2022-09-27,490054.0,34213.0,17,1705.0,27,77.7,56.7,14.0,9.8,7,2464,48,62.8,Website
CUST01494,39,Female,Hyderabad,2022-06-05,2151951.0,79581.0,7,11446.0,70,6.3,41.8,4.0,8.4,5,3429,52,29.1,Website
CUST00577,49,Male,Kolkata,2022-10-25,1083480.0,6210.0,3,1905.0,135,53.2,36.6,3.0,0.0,6,402,47,16.5,Website
CUST00987,39,Female,Bengaluru,2024-02-10,514018.0,59204.0,7,10584.0,12,72.3,14.7,9.0,4.6,5,2055,31,58.1,Website
CUST01433,40,Male,Mumbai,2020-04-29,1070121.0,151260.0,30,5034.0,16,0.0,49.2,17.0,4.9,8,6838,77,57.3,Website
CUST00707,67,Male,Kolkata,2020-06-19,2363516.0,121272.0,8,15259.0,23,43.9,23.2,4.0,1.2,6,5896,75,20.4,Website
CUST01259,36,Male,Mumbai,2023-07-15,660596.0,70597.0,26,2812.0,2,48.2,90.9,23.0,0.4,6,4532,38,60.2,Mobile App
CUST00142,26,Male,Delhi,2026-01-29,931902.0,76452.0,18,3098.0,7,39.3,95.6,26.0,2.4,7,3963,7,31.6,Mobile App
CUST01358,26,Female,Mumbai,2022-02-20,1529265.0,74482.0,20,3568.0,13,32.1,100.0,18.0,11.3,8,4456,55,58.1,Mobile App
CUST00003,24,Other,Bengaluru,2018-01-15,1036754.0,27453.0,5,6127.0,127,44.6,54.0,4.0,7.5,2,2242,105,7.9,Store
CUST01222,24,Male,Mumbai,2022-03-26,902460.0,55290.0,17,3187.0,8,69.8,98.7,11.0,10.7,1,2876,54,,Mobile App
CUST01870,55,Male,Bengaluru,2023-04-09,1265747.0,21216.0,7,3187.0,90,35.1,53.8,5.0,0.0,1,1175,41,1.0,Store
CUST01623,32,Female,Ahmedabad,2025-03-02,1280759.0,27651.0,5,6546.0,127,19.7,34.4,2.0,10.1,5,1517,18,41.7,Website
CUST00340,43,Male,Delhi,2024-02-01,735460.0,10618.0,6,1943.0,13,60.1,31.0,5.0,5.0,4,738,31,10.0,Store
CUST01770,46,Male,Delhi,2024-07-31,966139.0,25233.0,5,5076.0,280,46.1,51.3,4.0,9.7,6,1230,25,8.6,Website
CUST01537,41,Female,Delhi,2022-07-30,2273989.0,86993.0,6,16904.0,42,19.1,37.6,3.0,7.6,4,3514,50,0.0,Mobile App
CUST00484,21,Male,Hyderabad,2022-10-20,696198.0,62244.0,24,3023.0,23,80.4,63.5,17.0,3.3,2,3694,47,52.9,Website
CUST00266,51,Male,Bengaluru,2018-07-31,2291792.0,144590.0,34,4563.0,8,13.2,80.3,15.0,5.1,11,8106,98,54.9,Mobile App
CUST00377,46,Female,Ahmedabad,2021-09-12,1067866.0,3000.0,9,354.0,185,55.5,41.7,0.0,12.0,2,602,60,10.0,Mobile App
CUST00742,64,Male,Pune,2022-05-19,1384478.0,93410.0,28,2680.0,6,5.1,75.9,17.0,3.8,8,4655,52,54.1,Mobile App
CUST01014,52,Female,Bengaluru,2023-10-28,674140.0,3000.0,6,502.0,71,50.8,39.7,1.0,5.4,4,700,35,8.8,Store
CUST00440,35,Male,Hyderabad,2024-01-26,1179168.0,57512.0,24,2377.0,5,30.0,100.0,16.0,10.8,5,2986,32,89.1,Mobile App
CUST00272,40,Female,Delhi,2026-07-22,1656807.0,86040.0,30,3102.0,11,19.4,50.2,15.0,4.9,11,3826,1,40.6,Website
CUST00185,60,Female,Hyderabad,2023-07-04,2013101.0,103535.0,10,10009.0,29,,42.8,7.0,4.2,5,4427,38,14.2,Mobile App
CUST00940,35,Female,Mumbai,2022-04-05,2084943.0,163213.0,33,4929.0,1,6.1,58.1,22.0,3.8,4,7745,54,50.8,Website
CUST00245,18,Male,Hyderabad,2025-12-05,1208637.0,50177.0,17,2465.0,9,44.1,97.0,40.0,4.3,7,2825,9,42.6,Website
CUST00932,43,Female,Ahmedabad,2024-08-03,696634.0,68888.0,22,3203.0,24,67.0,66.9,21.0,3.5,4,4080,25,61.8,Website
CUST00446,42,Female,Ahmedabad,2025-07-27,2618036.0,76397.0,4,19948.0,39,6.3,56.6,6.0,0.0,4,3883,13,37.7,Website
CUST00597,51,Female,Delhi,2018-10-12,1664635.0,103291.0,6,18238.0,47,27.9,45.0,2.0,4.3,8,5119,96,0.0,Store
CUST00818,33,Other,Mumbai,2022-11-02,1398547.0,62153.0,18,3673.0,5,14.7,84.4,22.0,8.8,7,3623,47,33.3,Mobile App
CUST01273,34,Male,Chennai,2023-09-19,511243.0,65613.0,12,4521.0,22,87.9,97.2,10.0,14.0,8,3383,36,88.0,Website
CUST01677,43,Female,Hyderabad,2021-12-10,2198890.0,92956.0,6,17165.0,5,16.0,100.0,5.0,8.1,5,4200,58,48.6,Mobile App
CUST00487,28,Female,Mumbai,2023-01-16,959330.0,77538.0,15,4859.0,12,32.7,99.5,29.0,2.3,6,3736,44,28.8,Mobile App
CUST00681,37,Female,Hyderabad,2022-02-27,1858527.0,120608.0,20,6123.0,5,8.9,53.6,17.0,8.8,6,5263,55,43.5,Store
CUST00416,37,Male,Mumbai,2026-08-08,327041.0,43045.0,20,2202.0,8,48.2,68.7,15.0,15.4,5,2782,1,53.0,Store
CUST00274,40,Male,Delhi,2023-12-17,755560.0,61751.0,22,3004.0,12,11.1,80.8,30.0,0.0,6,3232,33,54.7,Mobile App
CUST01472,43,Male,Ahmedabad,2023-03-01,1432465.0,48328.0,20,3213.0,25,74.1,73.4,7.0,18.8,5,2718,43,71.6,Mobile App
CUST01830,22,Female,Kolkata,2022-04-26,996201.0,95179.0,19,5646.0,1,25.9,95.7,20.0,6.2,5,3797,53,36.9,Mobile App
CUST01455,35,Female,Mumbai,2024-10-06,913385.0,45489.0,19,2249.0,38,51.2,85.5,10.0,9.7,4,3225,23,52.4,Website
CUST00251,27,Female,Mumbai,2024-07-04,1402906.0,43874.0,23,1923.0,12,56.3,90.4,26.0,10.4,4,3202,26,40.7,Mobile App
CUST00414,60,Male,Mumbai,2021-01-23,595210.0,39520.0,1,37774.0,61,35.5,71.5,6.0,13.7,1,938,68,16.6,Store
CUST01386,37,Male,Ahmedabad,2019-10-04,1762939.0,166337.0,28,5864.0,14,15.9,58.9,16.0,4.3,7,7515,84,25.7,Store
CUST01308,35,Female,Chennai,2026-04-12,1376149.0,51441.0,18,2351.0,21,35.7,91.7,33.0,9.0,8,2381,5,38.0,Mobile App
CUST00716,35,Male,Pune,2020-01-29,861750.0,71445.0,14,5118.0,15,88.3,70.6,11.0,0.5,1,3945,80,72.6,Website
CUST00311,35,Male,Bengaluru,2024-08-23,1321684.0,79676.0,22,3394.0,14,23.4,100.0,32.0,4.2,7,3770,25,29.9,Website
CUST00927,25,Male,Delhi,2020-09-03,2161883.0,107675.0,21,5631.0,20,15.9,62.2,26.0,6.9,7,5438,73,50.7,Website
CUST00382,35,Female,Ahmedabad,2021-04-13,1305684.0,18073.0,6,3077.0,120,56.4,47.5,0.0,14.1,3,973,66,18.2,Website
CUST01566,35,Male,Kolkata,2024-03-30,1286539.0,29661.0,21,1207.0,22,50.7,89.3,35.0,2.1,8,2780,30,92.2,Mobile App
CUST00426,29,Female,Bengaluru,2019-03-31,928342.0,24478.0,5,4790.0,253,23.5,54.7,4.0,9.2,3,1434,90,6.4,Mobile App
CUST01875,35,Female,Chennai,2023-08-27,840354.0,20722.0,8,2525.0,150,12.1,47.1,,7.0,2,623,37,17.3,Store
CUST00533,35,Male,Ahmedabad,2025-03-16,875735.0,53040.0,5,10372.0,53,57.6,94.3,21.0,13.3,6,1879,18,58.1,Mobile App
CUST00753,38,Male,Mumbai,2024-11-15,728217.0,48913.0,24,2384.0,25,59.3,61.3,17.0,18.4,10,3490,22,87.1,Mobile App
CUST00766,34,Male,Chennai,2020-12-17,1589539.0,168714.0,20,7695.0,8,18.7,61.9,11.0,7.9,10,7499,69,45.8,Store
CUST01357,29,Male,Kolkata,2024-10-06,876439.0,89437.0,11,8415.0,18,61.6,90.7,27.0,8.7,8,2855,23,31.9,Mobile App
CUST00409,39,Female,Hyderabad,2022-06-13,1268210.0,163199.0,29,5370.0,21,4.0,94.9,15.0,9.2,10,8156,51,47.3,Mobile App
CUST01615,42,Female,Bengaluru,2023-09-25,937942.0,3000.0,4,828.0,156,28.9,61.1,4.0,6.8,5,613,36,9.6,Store
CUST00695,35,Male,Kolkata,2024-09-15,1636621.0,14657.0,6,2755.0,197,61.3,14.4,2.0,9.8,6,1284,24,7.6,Website
CUST01739,37,Female,Pune,2023-05-16,935993.0,74286.0,34,2174.0,19,34.0,83.2,22.0,6.6,8,3950,40,53.2,Mobile App
CUST00549,52,Female,Hyderabad,2025-12-05,1391476.0,79772.0,6,9672.0,37,15.0,34.7,5.0,2.3,3,2446,9,30.0,Website
CUST00937,34,Male,Chennai,2026-07-31,660851.0,27679.0,6,4724.0,242,57.7,29.9,1.0,4.9,2,1647,1,7.1,Store
CUST01390,39,Male,Kolkata,2024-07-19,1665899.0,139695.0,25,4254.0,7,3.0,33.8,16.0,7.8,11,7684,26,64.3,Website
CUST01608,36,Male,Bengaluru,2022-11-11,1159765.0,65010.0,25,2390.0,29,65.9,59.0,8.0,2.4,7,3036,46,71.7,Store
CUST01940,46,Female,Mumbai,2022-07-03,1799680.0,143440.0,24,5735.0,21,1.1,45.1,15.0,5.5,5,6085,51,57.4,Mobile App
CUST01482,32,Male,Kolkata,2020-04-05,1411968.0,58198.0,25,2389.0,8,3.5,75.5,16.0,5.8,7,4166,78,74.4,Website
CUST00183,19,Female,Kolkata,2022-05-19,1313914.0,56119.0,14,3468.0,5,34.1,86.2,30.0,0.0,3,3008,52,62.5,Mobile App
CUST01941,26,Female,Bengaluru,2025-03-07,578472.0,44878.0,23,1774.0,39,63.1,68.8,13.0,8.7,7,2676,18,54.5,Mobile App
CUST01161,51,Female,Kolkata,2023-05-05,2330411.0,138874.0,19,7970.0,15,21.1,61.1,25.0,1.0,9,6936,40,70.9,Mobile App
CUST00171,18,Female,Mumbai,2025-03-25,567249.0,39826.0,10,3632.0,7,49.8,46.7,19.0,11.0,6,1966,18,45.0,Store
CUST00293,39,Female,Kolkata,2024-11-03,602430.0,22923.0,3,6693.0,103,16.7,20.5,6.0,3.6,4,1132,22,18.8,Store
CUST00562,18,Female,Delhi,2022-07-14,702083.0,83170.0,14,5375.0,6,62.0,86.9,12.0,5.9,9,4520,50,54.2,Website
CUST01457,18,Female,Bengaluru,2023-01-24,633435.0,26445.0,14,1854.0,18,84.0,62.2,10.0,1.3,4,2513,44,81.2,Store
CUST01877,30,Male,Hyderabad,2026-05-31,990234.0,50582.0,17,3073.0,44,55.0,64.1,15.0,4.7,7,2450,3,69.4,Store
CUST01652,21,Male,Kolkata,2024-01-14,848855.0,46365.0,15,2549.0,44,63.6,100.0,11.0,12.9,6,2740,32,58.5,Mobile App
CUST00850,30,Male,Chennai,2023-08-10,1261277.0,22220.0,7,3801.0,86,52.4,53.2,9.0,9.2,1,1012,37,26.0,Website
CUST00273,43,Female,Pune,2020-06-21,2082667.0,119093.0,25,4669.0,4,11.9,26.7,17.0,3.6,11,5707,75,72.6,Store
CUST01550,25,Female,Chennai,2022-10-06,979580.0,66243.0,24,3481.0,26,66.3,49.4,17.0,13.7,4,4244,48,100.0,Store
CUST01035,43,Other,Pune,2025-01-15,591908.0,52810.0,21,2263.0,26,83.4,55.9,10.0,12.5,4,2226,20,83.6,Website
CUST01744,46,Female,Ahmedabad,2021-05-04,1051384.0,23125.0,7,3223.0,220,48.1,37.0,2.0,10.0,6,470,65,16.9,Store
CUST00372,37,Male,Chennai,2022-11-17,870367.0,49546.0,17,2765.0,26,76.8,72.4,14.0,3.1,4,2661,46,90.1,Store
CUST01670,50,Female,Ahmedabad,2023-05-11,1524315.0,18625.0,4,4416.0,224,42.7,52.4,3.0,5.5,6,1575,40,6.4,Mobile App
CUST00722,33,Female,Ahmedabad,2025-06-04,1186588.0,67502.0,20,3747.0,8,29.6,100.0,20.0,12.7,8,3399,15,56.1,Website
CUST00734,30,Female,Chennai,2022-10-26,482750.0,47708.0,21,2254.0,33,60.8,37.6,24.0,10.6,4,1597,47,100.0,Store
CUST00778,42,Female,Mumbai,2020-12-12,2186112.0,142529.0,33,3004.0,14,20.8,64.0,7.0,7.2,8,6297,70,70.0,Website
CUST00519,50,Female,Chennai,2025-04-30,2319814.0,135403.0,22,5555.0,10,9.0,61.4,14.0,1.6,6,7017,16,8.2,Website
CUST00335,49,Female,Mumbai,2022-10-16,1724757.0,95858.0,36,2657.0,17,11.4,50.7,21.0,3.4,5,5223,47,74.9,Mobile App
CUST00846,47,Female,Ahmedabad,2026-08-10,1119820.0,21799.0,3,6570.0,301,63.7,73.8,3.0,9.6,5,1055,1,8.0,Mobile App
CUST01252,22,Male,Mumbai,2017-05-06,2029804.0,168912.0,21,7973.0,11,10.7,87.9,21.0,2.4,9,8017,113,45.6,Mobile App
CUST01053,41,Female,Chennai,2025-02-25,1205784.0,70007.0,20,3462.0,20,94.8,65.3,18.0,18.8,8,3848,18,49.4,Mobile App
CUST01924,18,Female,Bengaluru,2022-12-05,986586.0,68246.0,16,3539.0,7,91.0,68.9,17.0,2.4,3,3425,46,83.4,Mobile App
CUST00016,30,Female,Kolkata,2026-01-01,1055502.0,66694.0,24,3372.0,12,63.6,65.3,13.0,8.5,5,3521,8,69.4,Mobile App
CUST00708,52,Female,Chennai,2018-12-21,2480137.0,86277.0,6,12336.0,80,22.9,57.2,9.0,6.0,4,4767,94,40.5,Website
CUST00901,35,Male,Ahmedabad,2024-11-12,480008.0,61129.0,28,2317.0,8,58.0,100.0,29.0,6.0,5,3116,22,41.5,Website
CUST01980,46,Female,Kolkata,2025-06-23,427504.0,58911.0,28,2448.0,46,89.0,80.2,10.0,5.3,5,3659,15,82.2,Mobile App
CUST01573,18,Male,Bengaluru,2023-12-09,1110321.0,62693.0,19,3420.0,17,19.4,100.0,18.0,3.2,5,4049,33,64.2,Mobile App
CUST00904,31,Male,Mumbai,2024-09-12,1031247.0,117835.0,15,8372.0,4,20.4,90.9,28.0,10.4,6,5307,24,43.5,Mobile App
CUST00466,42,Female,Ahmedabad,2022-11-28,1507191.0,79645.0,6,13087.0,34,48.6,15.1,6.0,0.0,3,3329,46,39.8,Store
CUST01978,42,Male,Delhi,2025-12-09,1108424.0,21422.0,3,5702.0,251,51.2,45.8,6.0,0.0,2,1918,9,21.2,Website
CUST00200,26,Male,Chennai,2020-09-24,855642.0,76418.0,28,2463.0,8,80.3,75.1,15.0,11.0,7,4908,72,84.5,Store
CUST01207,28,Male,Chennai,2023-10-20,675798.0,87170.0,24,3368.0,29,49.3,93.7,29.0,10.5,8,4044,35,45.0,Mobile App
CUST01056,60,Male,Delhi,2022-07-14,763555.0,162907.0,3,57529.0,46,22.3,64.5,5.0,0.0,4,5698,50,0.0,Mobile App
CUST01132,22,Female,Pune,2026-01-10,1171662.0,65427.0,17,3115.0,13,42.1,95.1,31.0,4.1,7,3250,8,32.2,Mobile App
CUST01380,42,Male,Hyderabad,2026-08-01,250000.0,30195.0,19,1371.0,40,80.6,56.8,7.0,4.2,8,1754,1,83.7,Website
CUST00999,47,Male,Bengaluru,2020-02-14,1193211.0,21225.0,4,6315.0,202,23.7,23.3,0.0,2.3,5,1557,80,11.3,Website
CUST00728,52,Female,Chennai,2016-11-03,1549779.0,93457.0,20,5000.0,12,14.7,77.1,14.0,0.7,3,5270,120,62.9,Website
CUST01772,34,Male,Chennai,2022-12-08,972048.0,107492.0,6,19032.0,71,18.1,51.5,8.0,0.0,5,4906,45,35.2,Store
CUST01910,47,Female,Chennai,2021-03-08,708611.0,3000.0,5,616.0,58,41.9,30.7,1.0,7.7,2,954,67,,Store
CUST01822,21,Male,Ahmedabad,2023-11-20,1569132.0,92789.0,26,3384.0,12,43.4,86.6,26.0,14.1,8,3611,34,53.7,Mobile App
CUST00568,56,Male,Pune,2019-03-30,1707132.0,117169.0,29,3725.0,9,2.8,78.7,13.0,5.1,7,5535,90,67.8,Mobile App
CUST00044,36,Female,Ahmedabad,2021-12-18,393316.0,48403.0,24,1555.0,26,58.6,46.4,13.0,7.2,9,3426,57,75.4,Store
CUST00275,47,Male,Pune,2019-07-23,2529901.0,156547.0,8,22420.0,37,11.9,31.5,5.0,3.6,2,6856,87,40.4,Store
CUST01097,25,Male,Chennai,2021-11-20,870437.0,53531.0,21,2128.0,29,43.4,81.6,8.0,6.0,2,3434,58,73.3,Website
CUST00102,47,Male,Mumbai,2024-04-23,1639661.0,52968.0,6,9345.0,28,23.3,53.3,0.0,0.0,7,2395,29,36.6,Website
CUST01232,21,Female,Pune,2024-07-29,1138280.0,65635.0,22,2629.0,10,39.7,100.0,20.0,7.8,9,3429,25,69.8,Mobile App
CUST01722,29,Male,Kolkata,2023-09-15,990143.0,36236.0,19,1661.0,1,73.5,46.0,11.0,5.6,4,2813,36,31.6,Mobile App
CUST01833,33,Male,Ahmedabad,2024-06-12,1200532.0,70895.0,30,2231.0,2,37.1,80.0,17.0,14.3,8,3833,27,49.3,Mobile App
CUST00108,44,Female,Bengaluru,2023-08-07,1045110.0,45408.0,11,4336.0,30,80.6,84.6,8.0,4.5,7,1454,37,39.7,Mobile App
CUST01618,24,Male,Bengaluru,2026-05-19,801729.0,57935.0,23,2682.0,28,20.9,86.5,35.0,13.8,10,2246,4,67.0,Mobile App
CUST00498,31,Male,Pune,2025-01-08,734068.0,100281.0,22,4491.0,18,54.7,91.9,30.0,4.0,4,4797,20,83.0,Mobile App
CUST01981,18,Female,Ahmedabad,2025-03-25,1010137.0,17745.0,5,3645.0,204,30.1,20.3,2.0,0.0,1,539,18,0.0,Store
CUST00882,36,Male,Mumbai,2023-06-30,774295.0,85645.0,12,7382.0,15,34.6,88.2,30.0,6.7,9,3613,39,55.2,Mobile App
CUST00757,29,Male,Kolkata,2022-05-28,612174.0,33105.0,16,2098.0,11,88.0,70.3,19.0,1.6,5,2761,52,73.1,Store
CUST00620,31,Female,Ahmedabad,2020-04-25,2060351.0,108050.0,28,3598.0,2,8.0,85.4,8.0,6.5,11,5281,77,35.0,Mobile App
CUST01107,42,Male,Pune,2021-05-16,1542684.0,154014.0,22,6373.0,11,0.0,81.6,24.0,0.0,6,6833,64,47.3,Website
CUST01936,67,Female,Delhi,2020-12-02,2137354.0,113596.0,33,3548.0,17,12.4,54.7,14.0,1.3,5,5575,70,52.1,Store
CUST00810,27,Male,Chennai,2023-06-17,594247.0,8308.0,7,1132.0,123,60.1,48.1,2.0,1.0,3,1225,39,20.1,Website
CUST01038,24,Female,Bengaluru,2024-01-30,950952.0,60266.0,21,2622.0,1,85.0,41.3,11.0,7.6,3,3112,32,71.3,Website
CUST00073,43,Male,Bengaluru,2024-08-12,1119488.0,25800.0,3,7054.0,81,30.2,58.0,4.0,0.0,2,526,25,8.8,Mobile App
CUST01284,35,Female,Chennai,2023-05-19,1341822.0,69272.0,24,3190.0,25,35.3,100.0,20.0,5.6,6,4105,40,25.1,Mobile App
CUST01272,34,Female,Hyderabad,2022-10-31,881126.0,46048.0,21,2325.0,10,,76.5,23.0,14.3,6,3939,47,89.2,Store
CUST01335,56,Male,Bengaluru,2021-08-24,960118.0,8900.0,4,2374.0,211,75.3,0.0,4.0,2.4,4,1549,61,9.9,Store
CUST01459,56,Male,Pune,2020-04-22,528483.0,25988.0,3,8920.0,173,69.6,12.2,0.0,13.7,3,2004,77,4.7,Store
CUST00482,33,Male,Ahmedabad,2025-03-25,903908.0,44452.0,22,2040.0,1,86.7,58.6,28.0,6.2,4,2829,17,64.8,Website
CUST01069,53,Male,Kolkata,2020-04-28,1245527.0,104008.0,26,4627.0,24,19.8,72.8,15.0,8.7,8,5448,77,70.2,Store
CUST00507,35,Female,Chennai,2024-06-16,927490.0,34273.0,23,1517.0,26,90.2,71.7,8.0,11.3,7,1950,27,46.4,Website
CUST01238,30,Other,Ahmedabad,2024-05-30,953952.0,60611.0,30,2299.0,15,54.4,58.5,12.0,11.9,4,3404,27,49.3,Store
CUST01862,63,Female,Kolkata,2023-07-29,458239.0,20472.0,5,4095.0,84,89.2,41.0,0.0,6.8,3,2325,38,5.5,Mobile App
CUST01990,45,Male,Chennai,2023-05-18,2203040.0,66904.0,26,2519.0,4,11.6,58.6,11.0,0.4,8,4178,40,61.0,Website
CUST01477,35,Male,Pune,2026-07-19,995140.0,93499.0,23,4454.0,15,43.4,91.1,28.0,6.5,5,4858,1,36.9,Mobile App
CUST01867,63,Male,Kolkata,2023-09-17,746833.0,10649.0,8,1411.0,206,58.7,30.1,4.0,1.7,3,0,36,33.1,Store
CUST01456,50,Male,Delhi,2021-04-25,1495549.0,97068.0,27,3451.0,5,1.4,33.1,17.0,3.0,9,5248,65,70.7,Store
CUST00312,31,Male,Chennai,2022-08-29,827875.0,38870.0,21,1836.0,38,80.9,61.7,9.0,9.6,3,2528,49,53.9,Store
CUST00963,49,Male,Ahmedabad,2019-04-14,2015653.0,128756.0,25,3891.0,7,8.8,44.3,16.0,6.9,9,6870,90,46.5,Mobile App
CUST00406,37,Male,Ahmedabad,2025-10-05,1022827.0,26866.0,4,8235.0,73,50.6,57.2,7.0,5.3,3,1582,11,10.4,Website
CUST01331,22,Female,Kolkata,2021-12-31,3218158.0,140324.0,3,51770.0,11,17.9,38.0,7.0,0.0,4,5725,57,29.1,Store
CUST01650,43,Male,Ahmedabad,2023-01-25,505767.0,3000.0,8,367.0,98,70.3,63.3,1.0,0.0,2,906,44,16.1,Mobile App
CUST00310,45,Male,Bengaluru,2023-04-15,1891899.0,140073.0,24,6334.0,20,5.7,47.7,12.0,1.8,10,6025,41,44.5,Store
CUST00227,37,Female,Ahmedabad,2019-02-22,1674757.0,86564.0,21,3866.0,11,11.6,89.8,18.0,2.3,7,4489,92,71.9,Mobile App
CUST01858,41,Female,Hyderabad,2025-03-11,778438.0,74016.0,17,5093.0,34,57.4,33.7,17.0,6.7,5,3490,18,51.7,Website
CUST00711,18,Female,Delhi,2025-10-09,998734.0,34775.0,5,5476.0,103,35.5,74.4,4.0,0.0,7,1012,11,9.8,Mobile App
CUST01944,54,Male,Pune,2022-01-07,1805735.0,111528.0,17,6921.0,15,12.2,48.1,21.0,1.4,7,5356,57,46.6,Website
CUST01384,50,Male,Delhi,2023-04-29,1153556.0,29501.0,6,4430.0,80,31.0,55.6,5.0,12.2,2,1671,41,1.4,Store
CUST01786,56,Female,Ahmedabad,2020-02-16,548319.0,31911.0,10,3450.0,216,64.3,69.6,,9.7,2,2772,80,2.2,Website
CUST00149,37,Other,Kolkata,2021-10-22,914906.0,87751.0,25,3505.0,8,29.9,100.0,21.0,8.2,5,4924,59,62.2,Website
CUST01555,28,Female,Mumbai,2025-12-20,1324549.0,61447.0,20,2827.0,21,77.4,64.7,9.0,6.5,5,2690,8,48.1,Website
CUST01957,18,Female,Chennai,2023-10-19,1094236.0,54682.0,28,1906.0,19,43.7,88.6,22.0,9.4,8,3776,35,46.5,Mobile App
CUST00926,44,Female,Ahmedabad,2023-11-11,977165.0,66519.0,10,6566.0,27,57.0,58.6,21.0,14.5,7,3605,34,53.1,Website
CUST00943,46,Other,Bengaluru,2018-06-14,1521660.0,141912.0,23,6846.0,16,12.5,65.2,6.0,0.0,5,6480,100,37.8,Website
CUST00837,45,Female,Pune,2023-02-18,3653446.0,139776.0,8,18137.0,6,25.3,57.3,0.0,5.2,4,4693,43,25.3,Website
CUST00576,26,Female,Bengaluru,2023-04-29,1186099.0,103837.0,25,4875.0,15,42.4,99.9,40.0,4.1,5,4962,41,47.9,Mobile App
