Customer_ID,Generation_Segment_Instructor_Only
CUST00004,Occasional Big Spender
CUST01287,Deal Seeker
CUST01223,Disengaged
CUST00468,Disengaged
CUST00322,Digital Regular
CUST00006,Disengaged
CUST00223,Digital Regular
CUST01375,Disengaged
CUST00548,Premium Loyalist
CUST00229,Digital Regular
CUST00040,Digital Regular
CUST00543,Disengaged
CUST00243,Deal Seeker
CUST00899,Deal Seeker
CUST01134,Occasional Big Spender
CUST01449,Digital Regular
CUST01869,Digital Regular
CUST00843,Digital Regular
CUST01419,Disengaged
CUST01654,Premium Loyalist
CUST01970,Digital Regular
CUST00662,Disengaged
CUST01211,Occasional Big Spender
CUST00315,Deal Seeker
CUST00692,Disengaged
CUST01504,Deal Seeker
CUST00425,Digital Regular
CUST00595,Premium Loyalist
CUST01964,Premium Loyalist
CUST00623,Disengaged
CUST01171,Deal Seeker
CUST01044,Digital Regular
CUST00228,Digital Regular
CUST01118,Occasional Big Spender
CUST01332,Digital Regular
CUST01316,Occasional Big Spender
CUST00067,Digital Regular
CUST00025,Occasional Big Spender
CUST00145,Digital Regular
CUST00537,Digital Regular
CUST00812,Premium Loyalist
CUST01467,Digital Regular
CUST00086,Premium Loyalist
CUST01661,Premium Loyalist
CUST01646,Digital Regular
CUST01805,Occasional Big Spender
CUST01818,Digital Regular
CUST01577,Occasional Big Spender
CUST01145,Deal Seeker
CUST00363,Premium Loyalist
CUST01612,Occasional Big Spender
CUST01866,Disengaged
CUST01027,Disengaged
CUST01031,Digital Regular
CUST01304,Deal Seeker
CUST01356,Premium Loyalist
CUST01731,Disengaged
CUST00666,Occasional Big Spender
CUST00365,Digital Regular
CUST00078,Digital Regular
CUST00028,Premium Loyalist
CUST01437,Deal Seeker
CUST00526,Deal Seeker
CUST01835,Deal Seeker
CUST00056,Occasional Big Spender
CUST00639,Occasional Big Spender
CUST00303,Digital Regular
CUST00719,Digital Regular
CUST00625,Disengaged
CUST00008,Occasional Big Spender
CUST00804,Digital Regular
CUST01050,Deal Seeker
CUST00337,Premium Loyalist
CUST00048,Deal Seeker
CUST01764,Premium Loyalist
CUST00107,Digital Regular
CUST00350,Premium Loyalist
CUST01080,Deal Seeker
CUST00239,Premium Loyalist
CUST00214,Disengaged
CUST01776,Digital Regular
CUST01139,Premium Loyalist
CUST00794,Premium Loyalist
CUST01587,Deal Seeker
CUST01583,Deal Seeker
CUST01672,Digital Regular
CUST00524,Digital Regular
CUST00233,Disengaged
CUST00645,Digital Regular
CUST01508,Digital Regular
CUST00534,Digital Regular
CUST01942,Digital Regular
CUST00604,Occasional Big Spender
CUST01330,Premium Loyalist
CUST01075,Disengaged
CUST01305,Disengaged
CUST00061,Digital Regular
CUST01264,Disengaged
CUST00093,Digital Regular
CUST00667,Disengaged
CUST00281,Premium Loyalist
CUST01114,Disengaged
CUST00360,Digital Regular
CUST01129,Digital Regular
CUST01170,Premium Loyalist
CUST00848,Occasional Big Spender
CUST01522,Digital Regular
CUST00111,Digital Regular
CUST00043,Occasional Big Spender
CUST00126,Digital Regular
CUST00205,Premium Loyalist
CUST00053,Occasional Big Spender
CUST00546,Digital Regular
CUST00069,Premium Loyalist
CUST01741,Deal Seeker
CUST01548,Occasional Big Spender
CUST00184,Deal Seeker
CUST00138,Digital Regular
CUST00900,Digital Regular
CUST00797,Premium Loyalist
CUST00133,Digital Regular
CUST00081,Digital Regular
CUST01987,Deal Seeker
CUST01541,Disengaged
CUST00542,Digital Regular
CUST01669,Premium Loyalist
CUST00984,Digital Regular
CUST00166,Deal Seeker
CUST00249,Deal Seeker
CUST00447,Disengaged
CUST01515,Disengaged
CUST00859,Deal Seeker
CUST01212,Disengaged
CUST00098,Premium Loyalist
CUST01974,Deal Seeker
CUST00738,Deal Seeker
CUST01256,Disengaged
CUST00103,Deal Seeker
CUST00435,Premium Loyalist
CUST00075,Premium Loyalist
CUST01792,Deal Seeker
CUST01235,Deal Seeker
CUST00919,Deal Seeker
CUST01712,Deal Seeker
CUST01671,Deal Seeker
CUST01621,Deal Seeker
CUST00763,Premium Loyalist
CUST00990,Occasional Big Spender
CUST00389,Premium Loyalist
CUST00236,Disengaged
CUST01507,Occasional Big Spender
CUST00268,Premium Loyalist
CUST01188,Disengaged
CUST00118,Occasional Big Spender
CUST01607,Disengaged
CUST00674,Occasional Big Spender
CUST00250,Deal Seeker
CUST01453,Disengaged
CUST01995,Digital Regular
CUST00095,Deal Seeker
CUST00034,Deal Seeker
CUST01464,Deal Seeker
CUST01668,Deal Seeker
CUST00449,Premium Loyalist
CUST00717,Digital Regular
CUST01810,Premium Loyalist
CUST01518,Disengaged
CUST00001,Occasional Big Spender
CUST01376,Premium Loyalist
CUST01102,Deal Seeker
CUST01109,Disengaged
CUST01227,Digital Regular
CUST00083,Disengaged
CUST01289,Digital Regular
CUST00677,Disengaged
CUST01921,Digital Regular
CUST01047,Deal Seeker
CUST00771,Deal Seeker
CUST01947,Deal Seeker
CUST01281,Deal Seeker
CUST01581,Disengaged
CUST01489,Disengaged
CUST00405,Disengaged
CUST01728,Disengaged
CUST01299,Occasional Big Spender
CUST01341,Premium Loyalist
CUST00105,Occasional Big Spender
CUST00689,Occasional Big Spender
CUST01306,Disengaged
CUST00827,Digital Regular
CUST00063,Digital Regular
CUST00853,Disengaged
CUST01354,Deal Seeker
CUST00224,Disengaged
CUST00146,Deal Seeker
CUST01089,Digital Regular
CUST00374,Deal Seeker
CUST01421,Occasional Big Spender
CUST01143,Disengaged
CUST01827,Digital Regular
CUST01495,Deal Seeker
CUST01602,Premium Loyalist
CUST01271,Disengaged
CUST00010,Digital Regular
CUST00450,Digital Regular
CUST00709,Digital Regular
CUST00256,Occasional Big Spender
CUST00883,Disengaged
CUST00390,Disengaged
CUST00909,Deal Seeker
CUST00925,Premium Loyalist
CUST01704,Digital Regular
CUST01233,Deal Seeker
CUST00461,Digital Regular
CUST01270,Digital Regular
CUST01760,Disengaged
CUST01169,Disengaged
CUST00959,Digital Regular
CUST00502,Disengaged
CUST00740,Deal Seeker
CUST01850,Occasional Big Spender
CUST00869,Premium Loyalist
CUST00732,Premium Loyalist
CUST00540,Disengaged
CUST01202,Digital Regular
CUST00698,Digital Regular
CUST01393,Premium Loyalist
CUST01377,Digital Regular
CUST01146,Deal Seeker
CUST01032,Occasional Big Spender
CUST00373,Deal Seeker
CUST00668,Disengaged
CUST01526,Premium Loyalist
CUST00358,Occasional Big Spender
CUST00968,Premium Loyalist
CUST00784,Digital Regular
CUST00736,Occasional Big Spender
CUST01036,Digital Regular
CUST00971,Deal Seeker
CUST01525,Occasional Big Spender
CUST01487,Disengaged
CUST01524,Occasional Big Spender
CUST01491,Premium Loyalist
CUST01643,Digital Regular
CUST01253,Premium Loyalist
CUST01694,Occasional Big Spender
CUST01750,Digital Regular
CUST01237,Deal Seeker
CUST00886,Deal Seeker
CUST00080,Occasional Big Spender
CUST01173,Deal Seeker
CUST00815,Premium Loyalist
CUST01286,Disengaged
CUST00672,Digital Regular
CUST01532,Premium Loyalist
CUST00058,Digital Regular
CUST00134,Deal Seeker
CUST01141,Deal Seeker
CUST00934,Occasional Big Spender
CUST01685,Premium Loyalist
CUST00824,Digital Regular
CUST01215,Deal Seeker
CUST00505,Digital Regular
CUST01775,Digital Regular
CUST00348,Deal Seeker
CUST00387,Occasional Big Spender
CUST01025,Digital Regular
CUST00895,Occasional Big Spender
CUST00829,Disengaged
CUST01893,Digital Regular
CUST00476,Deal Seeker
CUST01471,Disengaged
CUST01448,Digital Regular
CUST01582,Deal Seeker
CUST00653,Occasional Big Spender
CUST00173,Deal Seeker
CUST01150,Disengaged
CUST00039,Deal Seeker
CUST00714,Disengaged
CUST00091,Premium Loyalist
CUST01937,Digital Regular
CUST01206,Premium Loyalist
CUST00876,Disengaged
CUST01352,Disengaged
CUST01890,Digital Regular
CUST01094,Deal Seeker
CUST01156,Premium Loyalist
CUST01782,Occasional Big Spender
CUST01959,Disengaged
CUST00500,Digital Regular
CUST00339,Premium Loyalist
CUST01189,Premium Loyalist
CUST00029,Premium Loyalist
CUST01218,Digital Regular
CUST01400,Deal Seeker
CUST01821,Disengaged
CUST00946,Deal Seeker
CUST00170,Disengaged
CUST01405,Deal Seeker
CUST01198,Digital Regular
CUST01254,Digital Regular
CUST01614,Deal Seeker
CUST00913,Disengaged
CUST00492,Digital Regular
CUST00954,Premium Loyalist
CUST01098,Disengaged
CUST01033,Digital Regular
CUST00588,Deal Seeker
CUST00751,Deal Seeker
CUST00658,Deal Seeker
CUST00235,Disengaged
CUST00733,Premium Loyalist
CUST01989,Disengaged
CUST01633,Digital Regular
CUST01157,Premium Loyalist
CUST01470,Premium Loyalist
CUST01425,Deal Seeker
CUST01628,Deal Seeker
CUST00935,Occasional Big Spender
CUST01210,Deal Seeker
CUST01066,Disengaged
CUST00109,Premium Loyalist
CUST01543,Deal Seeker
CUST00569,Deal Seeker
CUST01168,Digital Regular
CUST01175,Digital Regular
CUST00891,Deal Seeker
CUST00948,Disengaged
CUST01049,Disengaged
CUST01353,Deal Seeker
CUST01778,Digital Regular
CUST01447,Disengaged
CUST00885,Deal Seeker
CUST01673,Occasional Big Spender
CUST00851,Premium Loyalist
CUST00735,Premium Loyalist
CUST00718,Premium Loyalist
CUST00455,Premium Loyalist
CUST00265,Disengaged
CUST00076,Deal Seeker
CUST01658,Disengaged
CUST00445,Deal Seeker
CUST00396,Digital Regular
CUST00177,Digital Regular
CUST01043,Digital Regular
CUST01736,Occasional Big Spender
CUST01402,Premium Loyalist
CUST01381,Digital Regular
CUST00596,Deal Seeker
CUST00062,Digital Regular
CUST01297,Premium Loyalist
CUST00873,Disengaged
CUST01490,Digital Regular
CUST01879,Digital Regular
CUST00279,Disengaged
CUST00037,Premium Loyalist
CUST01976,Deal Seeker
CUST00663,Deal Seeker
CUST01954,Disengaged
CUST01445,Deal Seeker
CUST00978,Deal Seeker
CUST01572,Digital Regular
CUST00739,Deal Seeker
CUST00192,Deal Seeker
CUST00920,Digital Regular
CUST00457,Disengaged
CUST00676,Deal Seeker
CUST00761,Occasional Big Spender
CUST01808,Digital Regular
CUST01603,Occasional Big Spender
CUST00729,Digital Regular
CUST00413,Premium Loyalist
CUST01099,Disengaged
CUST00826,Premium Loyalist
CUST01640,Occasional Big Spender
CUST00617,Occasional Big Spender
CUST00115,Premium Loyalist
CUST00418,Occasional Big Spender
CUST01911,Premium Loyalist
CUST00970,Deal Seeker
CUST00605,Disengaged
CUST01919,Digital Regular
CUST00090,Digital Regular
CUST00849,Premium Loyalist
CUST01520,Deal Seeker
CUST01918,Occasional Big Spender
CUST00754,Digital Regular
CUST00499,Deal Seeker
CUST01277,Deal Seeker
CUST01326,Disengaged
CUST00012,Disengaged
CUST00397,Disengaged
CUST00285,Digital Regular
CUST01067,Deal Seeker
CUST01192,Deal Seeker
CUST01745,Occasional Big Spender
CUST00691,Deal Seeker
CUST01753,Disengaged
CUST01876,Occasional Big Spender
CUST00690,Digital Regular
CUST00852,Deal Seeker
CUST00160,Occasional Big Spender
CUST00896,Disengaged
CUST01576,Deal Seeker
CUST00258,Premium Loyalist
CUST00336,Digital Regular
CUST01880,Digital Regular
CUST01040,Premium Loyalist
CUST00516,Premium Loyalist
CUST01349,Deal Seeker
CUST01016,Premium Loyalist
CUST00769,Premium Loyalist
CUST01747,Occasional Big Spender
CUST00762,Premium Loyalist
CUST01247,Digital Regular
CUST01204,Occasional Big Spender
CUST01468,Deal Seeker
CUST01984,Deal Seeker
CUST00522,Deal Seeker
CUST00023,Disengaged
CUST00357,Occasional Big Spender
CUST01278,Premium Loyalist
CUST01313,Digital Regular
CUST01683,Occasional Big Spender
CUST00341,Premium Loyalist
CUST00432,Occasional Big Spender
CUST00474,Premium Loyalist
CUST00218,Premium Loyalist
CUST00912,Disengaged
CUST01228,Digital Regular
CUST01597,Deal Seeker
CUST01012,Digital Regular
CUST01950,Disengaged
CUST00094,Deal Seeker
CUST01009,Occasional Big Spender
CUST01071,Disengaged
CUST01093,Deal Seeker
CUST01915,Premium Loyalist
CUST01309,Premium Loyalist
CUST00697,Occasional Big Spender
CUST01828,Digital Regular
CUST00997,Digital Regular
CUST00154,Digital Regular
CUST01100,Premium Loyalist
CUST01719,Digital Regular
CUST01998,Deal Seeker
CUST00790,Digital Regular
CUST00581,Digital Regular
CUST00704,Disengaged
CUST01213,Digital Regular
CUST01296,Deal Seeker
CUST01666,Disengaged
CUST01261,Premium Loyalist
CUST00488,Deal Seeker
CUST00560,Digital Regular
CUST01142,Occasional Big Spender
CUST01120,Disengaged
CUST00802,Deal Seeker
CUST00513,Premium Loyalist
CUST00634,Deal Seeker
CUST01922,Deal Seeker
CUST01788,Occasional Big Spender
CUST01546,Deal Seeker
CUST01151,Premium Loyalist
CUST00791,Deal Seeker
CUST00117,Occasional Big Spender
CUST00741,Premium Loyalist
CUST01691,Occasional Big Spender
CUST01082,Disengaged
CUST00831,Digital Regular
CUST00120,Digital Regular
CUST00657,Disengaged
CUST01908,Premium Loyalist
CUST00636,Premium Loyalist
CUST00370,Disengaged
CUST00269,Premium Loyalist
CUST00656,Deal Seeker
CUST00936,Deal Seeker
CUST00823,Deal Seeker
CUST00867,Disengaged
CUST00047,Deal Seeker
CUST01374,Disengaged
CUST01709,Disengaged
CUST00992,Occasional Big Spender
CUST00877,Deal Seeker
CUST00774,Disengaged
CUST01220,Premium Loyalist
CUST02000,Digital Regular
CUST00005,Premium Loyalist
CUST01004,Premium Loyalist
CUST01724,Digital Regular
CUST00264,Premium Loyalist
CUST01570,Digital Regular
CUST01831,Digital Regular
CUST00444,Deal Seeker
CUST01003,Premium Loyalist
CUST01078,Digital Regular
CUST00838,Disengaged
CUST01791,Occasional Big Spender
CUST00305,Disengaged
CUST01366,Digital Regular
CUST01558,Digital Regular
CUST00314,Deal Seeker
CUST00150,Premium Loyalist
CUST01149,Digital Regular
CUST01214,Deal Seeker
CUST00575,Disengaged
CUST00051,Deal Seeker
CUST01553,Deal Seeker
CUST00727,Deal Seeker
CUST00834,Occasional Big Spender
CUST01378,Disengaged
CUST01116,Premium Loyalist
CUST01167,Disengaged
CUST00471,Deal Seeker
CUST00972,Premium Loyalist
CUST00654,Deal Seeker
CUST00400,Digital Regular
CUST00512,Disengaged
CUST00321,Disengaged
CUST00020,Digital Regular
CUST00685,Digital Regular
CUST00036,Deal Seeker
CUST00903,Premium Loyalist
CUST01779,Deal Seeker
CUST00828,Deal Seeker
CUST01854,Occasional Big Spender
CUST00408,Disengaged
CUST00921,Premium Loyalist
CUST00538,Premium Loyalist
CUST00759,Premium Loyalist
CUST01905,Digital Regular
CUST01063,Deal Seeker
CUST01200,Occasional Big Spender
CUST00246,Disengaged
CUST01417,Digital Regular
CUST01128,Occasional Big Spender
CUST00785,Disengaged
CUST01743,Premium Loyalist
CUST00490,Digital Regular
CUST00155,Premium Loyalist
CUST00962,Digital Regular
CUST00854,Disengaged
CUST01312,Disengaged
CUST00626,Deal Seeker
CUST00686,Deal Seeker
CUST01562,Digital Regular
CUST00570,Digital Regular
CUST01909,Disengaged
CUST00018,Premium Loyalist
CUST00128,Premium Loyalist
CUST01347,Deal Seeker
CUST01280,Digital Regular
CUST01969,Digital Regular
CUST00928,Disengaged
CUST00981,Disengaged
CUST01965,Occasional Big Spender
CUST00191,Disengaged
CUST01140,Occasional Big Spender
CUST00993,Occasional Big Spender
CUST01956,Disengaged
CUST01657,Deal Seeker
CUST00607,Disengaged
CUST00181,Disengaged
CUST00302,Premium Loyalist
CUST00497,Digital Regular
CUST01721,Premium Loyalist
CUST01710,Deal Seeker
CUST01888,Deal Seeker
CUST01992,Occasional Big Spender
CUST00518,Occasional Big Spender
CUST01985,Digital Regular
CUST01070,Deal Seeker
CUST00477,Deal Seeker
CUST00158,Digital Regular
CUST01244,Premium Loyalist
CUST01196,Deal Seeker
CUST00017,Digital Regular
CUST01536,Digital Regular
CUST01073,Digital Regular
CUST01972,Disengaged
CUST00547,Deal Seeker
CUST01540,Digital Regular
CUST00659,Digital Regular
CUST01626,Occasional Big Spender
CUST01020,Digital Regular
CUST01663,Occasional Big Spender
CUST01505,Disengaged
CUST00960,Digital Regular
CUST01882,Digital Regular
CUST00284,Deal Seeker
CUST00798,Premium Loyalist
CUST01627,Deal Seeker
CUST00226,Disengaged
CUST00027,Digital Regular
CUST01771,Digital Regular
CUST00438,Digital Regular
CUST01949,Premium Loyalist
CUST01389,Disengaged
CUST00230,Premium Loyalist
CUST00038,Digital Regular
CUST00750,Disengaged
CUST01046,Deal Seeker
CUST01399,Digital Regular
CUST00470,Digital Regular
CUST01693,Deal Seeker
CUST01968,Disengaged
CUST00688,Disengaged
CUST01844,Disengaged
CUST00640,Disengaged
CUST01713,Disengaged
CUST01219,Occasional Big Spender
CUST01159,Digital Regular
CUST01416,Occasional Big Spender
CUST01528,Digital Regular
CUST01656,Deal Seeker
CUST01301,Deal Seeker
CUST01823,Digital Regular
CUST00801,Occasional Big Spender
CUST01604,Disengaged
CUST00161,Premium Loyalist
CUST00957,Occasional Big Spender
CUST01187,Deal Seeker
CUST00822,Digital Regular
CUST01682,Disengaged
CUST00878,Deal Seeker
CUST00914,Disengaged
CUST00153,Premium Loyalist
CUST01871,Deal Seeker
CUST01777,Occasional Big Spender
CUST00510,Premium Loyalist
CUST01136,Deal Seeker
CUST01251,Premium Loyalist
CUST01684,Deal Seeker
CUST00104,Disengaged
CUST01446,Digital Regular
CUST01444,Premium Loyalist
CUST00587,Premium Loyalist
CUST01769,Premium Loyalist
CUST01144,Disengaged
CUST00054,Digital Regular
CUST00152,Disengaged
CUST00404,Premium Loyalist
CUST01943,Deal Seeker
CUST00208,Occasional Big Spender
CUST01895,Deal Seeker
CUST01123,Disengaged
CUST01891,Deal Seeker
CUST00009,Premium Loyalist
CUST01015,Deal Seeker
CUST01907,Digital Regular
CUST01061,Disengaged
CUST00453,Occasional Big Spender
CUST00254,Deal Seeker
CUST01328,Digital Regular
CUST00897,Deal Seeker
CUST01734,Deal Seeker
CUST00881,Deal Seeker
CUST01596,Occasional Big Spender
CUST01889,Disengaged
CUST00624,Digital Regular
CUST00346,Occasional Big Spender
CUST01703,Deal Seeker
CUST00263,Deal Seeker
CUST01635,Disengaged
CUST01322,Digital Regular
CUST01439,Disengaged
CUST00151,Disengaged
CUST00473,Premium Loyalist
CUST00641,Occasional Big Spender
CUST01983,Disengaged
CUST01883,Deal Seeker
CUST00551,Digital Regular
CUST01780,Digital Regular
CUST00929,Digital Regular
CUST00489,Digital Regular
CUST01812,Digital Regular
CUST01172,Occasional Big Spender
CUST00147,Deal Seeker
CUST01705,Digital Regular
CUST01929,Premium Loyalist
CUST00403,Occasional Big Spender
CUST00955,Disengaged
CUST01878,Deal Seeker
CUST00660,Deal Seeker
CUST01373,Deal Seeker
CUST00464,Deal Seeker
CUST01350,Premium Loyalist
CUST00187,Deal Seeker
CUST01148,Disengaged
CUST01225,Premium Loyalist
CUST00609,Occasional Big Spender
CUST00144,Digital Regular
CUST00752,Deal Seeker
CUST01535,Premium Loyalist
CUST00982,Disengaged
CUST00198,Disengaged
CUST01634,Occasional Big Spender
CUST00884,Digital Regular
CUST00280,Disengaged
CUST00294,Premium Loyalist
CUST01824,Digital Regular
CUST00401,Deal Seeker
CUST00123,Premium Loyalist
CUST01208,Digital Regular
CUST00203,Digital Regular
CUST01463,Deal Seeker
CUST00836,Digital Regular
CUST00247,Digital Regular
CUST01440,Disengaged
CUST01754,Disengaged
CUST01902,Premium Loyalist
CUST01708,Deal Seeker
CUST01881,Digital Regular
CUST01154,Premium Loyalist
CUST01662,Digital Regular
CUST01427,Premium Loyalist
CUST00385,Deal Seeker
CUST01759,Disengaged
CUST00855,Deal Seeker
CUST01590,Premium Loyalist
CUST00220,Deal Seeker
CUST00642,Disengaged
CUST00002,Digital Regular
CUST00113,Deal Seeker
CUST00699,Digital Regular
CUST01916,Deal Seeker
CUST00952,Deal Seeker
CUST01649,Disengaged
CUST01637,Deal Seeker
CUST01886,Deal Seeker
CUST01411,Disengaged
CUST01410,Occasional Big Spender
CUST01534,Occasional Big Spender
CUST01292,Digital Regular
CUST01809,Deal Seeker
CUST00442,Premium Loyalist
CUST01521,Deal Seeker
CUST01137,Digital Regular
CUST01716,Occasional Big Spender
CUST01257,Occasional Big Spender
CUST01864,Digital Regular
CUST01632,Disengaged
CUST01696,Digital Regular
CUST01398,Disengaged
CUST00664,Premium Loyalist
CUST01836,Premium Loyalist
CUST01258,Disengaged
CUST01774,Disengaged
CUST01701,Disengaged
CUST00318,Occasional Big Spender
CUST00649,Occasional Big Spender
CUST01435,Deal Seeker
CUST01480,Digital Regular
CUST00710,Digital Regular
CUST01383,Digital Regular
CUST01283,Digital Regular
CUST00973,Premium Loyalist
CUST00628,Premium Loyalist
CUST00633,Premium Loyalist
CUST01307,Digital Regular
CUST01401,Digital Regular
CUST01409,Disengaged
CUST01249,Disengaged
CUST01953,Occasional Big Spender
CUST01255,Premium Loyalist
CUST01497,Disengaged
CUST01372,Disengaged
CUST01530,Deal Seeker
CUST01664,Deal Seeker
CUST01355,Disengaged
CUST01926,Premium Loyalist
CUST01901,Digital Regular
CUST01644,Deal Seeker
CUST01849,Deal Seeker
CUST00796,Deal Seeker
CUST00646,Disengaged
CUST01013,Digital Regular
CUST01840,Occasional Big Spender
CUST00557,Deal Seeker
CUST00682,Deal Seeker
CUST00578,Digital Regular
CUST01110,Deal Seeker
CUST01267,Premium Loyalist
CUST01723,Occasional Big Spender
CUST01184,Premium Loyalist
CUST00525,Premium Loyalist
CUST01060,Occasional Big Spender
CUST00541,Disengaged
CUST01195,Disengaged
CUST01679,Disengaged
CUST00749,Occasional Big Spender
CUST01852,Disengaged
CUST01431,Disengaged
CUST00485,Premium Loyalist
CUST01758,Disengaged
CUST00096,Digital Regular
CUST01021,Disengaged
CUST00564,Digital Regular
CUST01265,Digital Regular
CUST00743,Disengaged
CUST00864,Digital Regular
CUST01599,Disengaged
CUST01715,Deal Seeker
CUST01485,Digital Regular
CUST00892,Disengaged
CUST01578,Disengaged
CUST01039,Digital Regular
CUST00207,Premium Loyalist
CUST00393,Digital Regular
CUST00795,Premium Loyalist
CUST00871,Occasional Big Spender
CUST00398,Deal Seeker
CUST00767,Deal Seeker
CUST01842,Digital Regular
CUST01242,Deal Seeker
CUST01029,Occasional Big Spender
CUST01793,Deal Seeker
CUST00643,Premium Loyalist
CUST01892,Occasional Big Spender
CUST00613,Disengaged
CUST01763,Deal Seeker
CUST00961,Digital Regular
CUST01571,Deal Seeker
CUST00726,Premium Loyalist
CUST00684,Digital Regular
CUST00099,Premium Loyalist
CUST00805,Premium Loyalist
CUST01752,Deal Seeker
CUST01598,Premium Loyalist
CUST00407,Deal Seeker
CUST00503,Disengaged
CUST01072,Digital Regular
CUST01057,Disengaged
CUST00930,Occasional Big Spender
CUST00780,Disengaged
CUST00201,Occasional Big Spender
CUST00135,Digital Regular
CUST01052,Premium Loyalist
CUST00041,Digital Regular
CUST01018,Disengaged
CUST00231,Premium Loyalist
CUST01514,Occasional Big Spender
CUST01797,Digital Regular
CUST00379,Deal Seeker
CUST00289,Digital Regular
CUST00419,Deal Seeker
CUST01699,Disengaged
CUST00392,Premium Loyalist
CUST00593,Deal Seeker
CUST01523,Disengaged
CUST01163,Disengaged
CUST01087,Occasional Big Spender
CUST01496,Digital Regular
CUST00648,Digital Regular
CUST01153,Premium Loyalist
CUST01368,Premium Loyalist
CUST00521,Disengaged
CUST01863,Disengaged
CUST00065,Digital Regular
CUST01837,Premium Loyalist
CUST00015,Digital Regular
CUST01181,Occasional Big Spender
CUST01065,Deal Seeker
CUST00493,Digital Regular
CUST00380,Occasional Big Spender
CUST00188,Premium Loyalist
CUST00764,Premium Loyalist
CUST00217,Premium Loyalist
CUST00792,Deal Seeker
CUST01077,Digital Regular
CUST00879,Digital Regular
CUST00338,Occasional Big Spender
CUST01773,Digital Regular
CUST00720,Disengaged
CUST01749,Digital Regular
CUST00296,Disengaged
CUST01726,Premium Loyalist
CUST01017,Occasional Big Spender
CUST01276,Deal Seeker
CUST01751,Digital Regular
CUST01486,Premium Loyalist
CUST00456,Deal Seeker
CUST01997,Deal Seeker
CUST00816,Disengaged
CUST01887,Premium Loyalist
CUST00270,Premium Loyalist
CUST00996,Digital Regular
CUST00202,Disengaged
CUST00162,Disengaged
CUST01580,Disengaged
CUST00730,Digital Regular
CUST00402,Disengaged
CUST00703,Premium Loyalist
CUST01501,Occasional Big Spender
CUST01846,Digital Regular
CUST01796,Deal Seeker
CUST01130,Disengaged
CUST00566,Occasional Big Spender
CUST01414,Disengaged
CUST01022,Occasional Big Spender
CUST01026,Deal Seeker
CUST01412,Disengaged
CUST01896,Premium Loyalist
CUST01586,Disengaged
CUST01105,Premium Loyalist
CUST00206,Deal Seeker
CUST00035,Digital Regular
CUST00776,Disengaged
CUST00509,Digital Regular
CUST01452,Digital Regular
CUST01479,Digital Regular
CUST01971,Deal Seeker
CUST01391,Disengaged
CUST00092,Occasional Big Spender
CUST01364,Premium Loyalist
CUST00898,Deal Seeker
CUST00565,Digital Regular
CUST01370,Deal Seeker
CUST00777,Digital Regular
CUST00242,Occasional Big Spender
CUST00014,Disengaged
CUST00316,Deal Seeker
CUST00601,Digital Regular
CUST00388,Disengaged
CUST01298,Premium Loyalist
CUST00167,Disengaged
CUST00841,Premium Loyalist
CUST00021,Occasional Big Spender
CUST00647,Premium Loyalist
CUST01843,Premium Loyalist
CUST01509,Deal Seeker
CUST01155,Digital Regular
CUST01529,Premium Loyalist
CUST00832,Digital Regular
CUST01268,Disengaged
CUST01591,Deal Seeker
CUST01900,Premium Loyalist
CUST00563,Disengaged
CUST01952,Premium Loyalist
CUST00687,Deal Seeker
CUST00958,Digital Regular
CUST00190,Deal Seeker
CUST01807,Premium Loyalist
CUST00976,Digital Regular
CUST00700,Deal Seeker
CUST01500,Digital Regular
CUST01706,Disengaged
CUST00511,Premium Loyalist
CUST01083,Disengaged
CUST00475,Deal Seeker
CUST01585,Digital Regular
CUST00857,Occasional Big Spender
CUST00748,Digital Regular
CUST00253,Digital Regular
CUST00022,Deal Seeker
CUST01338,Digital Regular
CUST00460,Digital Regular
CUST01185,Premium Loyalist
CUST00277,Deal Seeker
CUST00956,Disengaged
CUST01216,Digital Regular
CUST00386,Disengaged
CUST00806,Premium Loyalist
CUST01438,Digital Regular
CUST01516,Deal Seeker
CUST00344,Digital Regular
CUST00770,Digital Regular
CUST01333,Digital Regular
CUST01686,Deal Seeker
CUST00131,Premium Loyalist
CUST01688,Digital Regular
CUST00872,Premium Loyalist
CUST01124,Premium Loyalist
CUST01397,Digital Regular
CUST00088,Digital Regular
CUST01483,Digital Regular
CUST00331,Occasional Big Spender
CUST01239,Premium Loyalist
CUST00467,Digital Regular
CUST00122,Digital Regular
CUST01639,Deal Seeker
CUST01045,Premium Loyalist
CUST01725,Digital Regular
CUST01096,Deal Seeker
CUST01131,Disengaged
CUST01295,Deal Seeker
CUST00861,Occasional Big Spender
CUST01460,Deal Seeker
CUST01127,Digital Regular
